Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
225,550,H,RhodeIsland,52,26,93,6,6,-260,1.5
225,551,V,Northeastern,27,20,47,118,119.5,100,65
225,552,H,Drexel,25,21,46,1.5,pk,-120,0.5
225,553,V,Connecticut,43,50,93,142.5,144.5,115,78
225,554,H,Marquette,37,45,82,1,2,-135,0.5
225,555,V,Duquesne,46,48,94,154.5,155.5,115,83
225,556,H,Massachusetts,35,42,77,2.5,2,-135,4
225,557,V,CentralMichigan,14,30,44,118.5,117,135,0.5
225,558,H,BallState,25,28,53,3.5,3,-155,61.5
225,559,V,VirginiaTech,35,45,80,145.5,145,450,77.5
225,560,H,Clemson,38,39,77,10.5,10,-600,6
225,561,V,Vanderbilt,23,34,57,4.5,5,-225,5.5
225,562,H,Georgia,34,27,61,132.5,132,185,70
225,563,V,Hofstra,27,28,55,122,1,-117,4
225,564,H,GeorgiaState,46,30,76,pk,124.5,-103,69
225,565,V,WesternMichigan,15,48,63,130,1,-125,4
225,566,H,NoIllinois,29,49,78,pk,132.5,105,69
225,567,V,Wyoming,33,49,82,152.5,153,140,78.5
225,568,H,ColoradoState,35,44,79,2,3,-160,1
225,569,V,Bradley,20,29,49,135,134.5,170,70.5
225,570,H,Evansville,30,26,56,3.5,4.5,-200,0.5
225,571,V,Arkansas,23,44,67,142.5,144,150,2
225,572,H,Alabama,49,39,88,4,4,-170,75.5
225,573,V,Villanova,25,49,74,13,13,-1000,11
225,574,H,Depaul,33,39,72,147,146,650,75.5
225,575,V,Mississippi,40,24,64,143,144.5,260,78
225,576,H,Auburn,36,41,77,6.5,7,-320,7
225,577,V,HoustonU,24,44,68,139.5,138,150,72.5
225,578,H,Tulsa,30,47,77,4.5,3.5,-170,0.5
225,579,V,Iowa,22,32,54,121.5,124,1025,66
225,580,H,MichiganState,32,30,62,15.5,15,-1550,6.5
225,581,V,SoIllinois,30,26,56,123.5,123.5,205,67
225,582,H,Drake,25,30,55,6.5,5.5,-245,5.5
225,583,V,MississippiSt,28,48,76,147,150,360,78
225,584,H,Tennessee,31,50,81,8.5,9,-450,4.5
225,585,V,KansasState,32,42,74,150,148,415,79.5
225,586,H,Missouri,55,39,94,9,10,-525,1.5
225,587,V,SMU,30,25,58,138.5,141,925,73.5
225,588,H,UTEP,20,35,61,15,14,-1400,12
225,589,V,Duke,34,44,78,5.5,6,-265,4.5
225,590,H,Maryland,34,33,67,144.5,147,225,78
225,591,V,CharlotteU,38,41,88,132.5,132,-110,0.5
225,592,H,GeoWashington,40,39,92,1,pk,-110,74
225,593,V,TexasTech,43,38,81,150,150,925,82
225,594,H,Texas,38,49,87,15,14.5,-1400,11
225,595,V,UNLV,24,36,60,136.5,137.5,185,1
225,596,H,UtahU,38,32,70,5,5,-225,72.5
225,597,V,CalSantaBarb,29,28,57,138,137,205,71.5
225,598,H,CSNorthridge,23,39,62,6,5.5,-245,5
225,599,V,UCDavis,21,36,57,139.5,139.5,325,72
225,600,H,Pacific,27,45,72,9,8.5,-400,3.5
225,601,V,OklahomaState,43,33,76,5.5,5.5,-235,0.5
225,602,H,Colorado,31,24,55,142.5,142,195,76
225,603,V,NCGreensboro,18,31,49,142.5,141.5,3000,72
225,604,H,Davidson,36,34,70,25,25.5,-7000,9.5
225,605,V,MontanaState,23,35,58,143,141.5,600,73
225,606,H,PortlandState,31,33,64,13,12.5,-900,5.5
226,705,V,WiscGreenBay,36,42,78,6.5,6.5,-285,1.5
226,706,H,DetroitU,24,38,62,127,127.5,243,68
226,707,V,MiddleTennSt,32,39,71,3.5,3.5,-165,69
226,708,H,FloridaIntl,20,46,66,132,133,145,1
226,709,V,KentState,31,35,66,1.5,1,-120,1.5
226,710,H,BowlingGreen,34,33,67,126,129.5,100,70.5
226,711,V,MinnesotaU,23,18,41,120.5,121,300,64.5
226,712,H,Illinois,28,24,52,8,7.5,-360,3
226,713,V,WestVirginia,33,28,61,5,5,-220,3.5
226,714,H,Cincinnati,32,33,65,134,134,180,72.5
226,715,V,YoungstownState,28,29,57,131,131.5,1400,70.5
226,716,H,Butler,38,40,78,17,16,-2500,6.5
226,717,V,WiscMilwaukee,32,28,60,120.5,121,243,66.5
226,718,H,WrightState,27,43,70,6.5,6.5,-285,6.5
226,719,V,MiamiOhio,37,19,56,1,1,-120,2
226,720,H,Ohio,41,34,75,121,120.5,100,69
226,721,V,Akron,30,32,62,123.5,126,105,67
226,722,H,Buffalo,25,32,57,1,1.5,-125,2.5
226,723,V,LaSalle,31,39,70,134,136.5,425,73
226,724,H,Temple,34,29,63,10,10,-550,5
226,725,V,Xavier,31,37,68,3.5,3.5,-170,1.5
226,726,H,St.Josephs,26,28,54,133.5,133.5,150,71.5
226,727,V,NorthTexas,49,42,91,139.5,139.5,105,75.5
226,728,H,ArkansasState,29,53,82,1,1.5,-125,5
226,729,V,NewOrleansU,22,32,54,127,127,475,68
226,730,H,ArkansasLR,39,41,80,11.5,10.5,-650,3
226,731,V,NCState,35,43,78,151.5,151,588,80.5
226,732,H,WakeForest,43,42,85,12,11.5,-875,4.5
226,733,V,Troy,49,32,81,151.5,151.5,115,80
226,734,H,ULLafayette,27,40,67,2,2,-135,5
226,735,V,DenverU,28,38,66,1.5,1,-118,66
226,736,H,ULMonroe,22,35,57,122.5,123,-102,1
226,737,V,NewMexicoState,31,40,71,135.5,135.5,120,73
226,738,H,LouisianaTech,34,46,80,1,2,-140,0.5
226,739,V,MiamiFlorida,29,33,62,3.5,2.5,-145,2
226,740,H,Virginia,29,26,55,140.5,141.5,125,74.5
226,741,V,FlaAtlantic,30,37,67,142,142.5,1050,76.5
226,742,H,WesternKentucky,44,43,87,14,14.5,-1600,5
226,743,V,ClevelandState,31,40,71,4,5.5,-250,2.5
226,744,H,Valparaiso,28,36,64,124,125,210,67.5
226,745,V,MemphisU,28,43,71,4.5,4.5,-200,3.5
226,746,H,UAB,28,32,60,138.5,140.5,170,73
226,747,V,Purdue,34,44,78,2,2,-140,3
226,748,H,Michigan,37,50,87,123.5,127,120,72.5
226,749,V,Hawaii,28,34,62,125.5,127,950,69
226,750,H,UtahState,41,41,82,16,15,-1450,5.5
226,751,V,Arizona,29,24,53,121,124.5,140,67
226,752,H,WashingtonState,26,43,69,2,3,-160,4
226,753,V,CSFullerton,29,31,60,133.5,130.5,120,70.5
226,754,H,CalRiverside,34,29,63,2.5,2.5,-140,0.5
226,755,V,CalIrvine,36,38,74,134,136.5,220,74
226,756,H,LongBeachState,35,40,75,6.5,6.5,-260,5
226,757,V,IdahoU,33,31,64,131.5,131.5,175,70.5
226,758,H,SanJoseState,32,40,72,3,4.5,-210,3
226,759,V,SanFrancisco,28,29,57,5.5,5,-225,4.5
226,760,H,LoyolaMarymount,35,26,61,130.5,134.5,185,72
226,761,V,Nevada,27,39,66,4,3.5,-170,2
226,762,H,FresnoState,26,42,68,134,136,150,71
226,763,V,PortlandU,24,36,60,125.5,125,145,66.5
226,764,H,SanDiego,31,35,66,2.5,3.5,-165,0.5
226,765,V,USC,34,31,78,135.5,137,158,74
226,766,H,California,38,27,81,4,4.5,-180,1
226,767,V,SaintMarysCA,27,35,62,13.5,15.5,-1600,7.5
226,768,H,Pepperdine,20,29,49,135,136.5,1050,70
226,769,V,UCLA,37,39,76,6.5,5,-220,4.5
226,770,H,Stanford,38,33,71,145.5,146.5,180,78
226,771,V,ArizonaState,34,27,70,141,141,150,75.5
226,772,H,WashingtonU,35,26,73,4,4,-170,2.5
226,773,V,Gonzaga,36,45,81,10,10,-575,6.5
226,774,H,SantaClara,35,38,73,134.5,134.5,438,73.5
226,775,V,GeorgiaSouthern,25,36,61,140,137.5,190,72.5
226,776,H,Elon,36,39,75,3,5,-230,0.5
226,777,V,Furman,26,28,54,127.5,126.5,513,67
226,778,H,TheCitadel,29,46,75,11.5,11,-725,6
226,779,V,Wofford,26,58,84,146,147.5,325,77
226,780,H,CollCharleston,41,45,86,8.5,8.5,-400,1.5
226,781,V,Rider,34,43,77,144,1.5,-125,4
226,782,H,LoyolaMaryland,47,28,75,pk,144.5,105,78.5
226,783,V,TennesseeChat,38,44,82,158.5,157.5,140,0.5
226,784,H,AppalachianSt,48,40,88,3.5,3,-160,85
226,785,V,Samford,37,21,58,130,128.5,220,70.5
226,786,H,WesternCarolina,33,32,65,6,6,-260,6
226,787,V,EasternKentucky,23,32,55,145,146,240,75
226,788,H,TennMartin,32,42,74,6,6.5,-280,1
226,789,V,SEMissouriSt,41,41,82,157,157.5,775,84
226,790,H,TennesseeState,43,44,87,14,13.5,-1200,7
226,791,V,EasternIllinois,29,25,54,141,140.5,325,74.5
226,792,H,AustinPeay,34,35,69,7.5,8,-400,4
226,793,V,MoreheadState,32,32,64,132,132,250,71.5
226,794,H,MurrayState,32,37,69,7,7,-300,4
226,795,V,NorthernArizona,21,30,51,135.5,132.5,340,69.5
226,796,H,WeberState,33,37,70,8.5,8.5,-425,2
226,797,V,Montana,25,32,57,137,136,105,1
226,798,H,NorthernColorado,33,34,67,2,1.5,-125,71
226,799,V,SacramentoState,14,25,39,126.5,127,1315,65.5
226,800,H,IdahoState,34,40,74,16.5,16.5,-2200,5.5
227,877,V,Cornell,33,42,75,9.5,9,-525,3.5
227,878,H,Dartmouth,25,32,57,133.5,134.5,400,70.5
227,879,V,Columbia,27,36,63,127.5,129.5,190,69
227,880,H,Harvard,29,43,72,5,5,-230,2.5
227,881,V,Brown,29,19,48,114,115,265,63.5
227,882,H,Princeton,27,29,56,6,7,-325,5.5
227,883,V,Yale,36,51,87,127,127,140,71.5
227,884,H,Pennsylvania,37,42,79,3,3,-160,2
227,885,V,IllinoisChicago,31,31,62,2.5,1.5,-130,70
227,886,H,LoyolaChicago,20,38,58,132.5,134,110,2
227,887,V,Siena,31,54,85,154,154,145,3
227,888,H,Niagara,48,52,100,2.5,3.5,-165,82.5
227,889,V,Iona,20,28,48,2,3,-150,4
227,890,H,St.Peter's,23,34,57,119.5,120.5,130,64
227,891,V,Marist,18,31,49,128.5,128,160,2
227,892,H,Canisius,38,37,75,4.5,4,-190,68
227,893,V,Manhattan,25,30,55,127.5,126,135,67
227,894,H,Fairfield,25,31,56,3,2.5,-155,2
228,517,V,GeorgiaTech,33,41,74,161,161.5,2750,84.5
228,518,H,NorthCarolina,46,58,104,23.5,23,-6000,10.5
228,519,V,Georgetown,32,24,56,142.5,143,245,74.5
228,520,H,Villanova,27,27,54,5.5,6.5,-290,6.5
228,521,V,St.Johns,38,46,84,134,133,-110,71.5
228,522,H,Depaul,27,36,63,1,pk,-110,2.5
228,523,V,SoMississippi,14,28,42,131.5,130,2500,66.5
228,524,H,MemphisU,32,26,58,23,23,-5000,9
228,525,V,IowaState,37,32,69,125.5,126,450,71
228,526,H,TexasA&M,44,43,87,10,10,-600,3.5
228,527,V,NotreDame,30,35,65,149.5,150.5,550,36
228,528,H,Connecticut,32,40,72,11.5,11.5,-800,4
228,529,V,Fordham,26,29,55,138,138.5,1750,72.5
228,530,H,CharlotteU,35,38,73,19.5,19.5,-3500,9
228,531,V,Evansville,22,40,62,126,126.5,235,0.5
228,532,H,NorthernIowa,38,31,69,6.5,6.5,-275,68
228,533,V,Iowa,22,27,49,118,116.5,255,62.5
228,534,H,Northwestern,23,32,55,6.5,7,-310,4
228,535,V,ClevelandState,32,24,56,126,125.5,255,69.5
228,536,H,Butler,38,20,58,7,7,-310,2.5
228,537,V,Clemson,27,39,66,1.5,1,-117,3.5
228,538,H,FloridaState,39,34,73,139,139.5,-103,75.5
228,539,V,WakeForest,30,40,70,7,6,-260,2
228,540,H,Virginia,24,36,60,152.5,152,220,78
228,541,V,JamesMadison,27,38,65,141.5,143.5,130,2
228,542,H,Delaware,39,40,79,2,2.5,-150,76.5
228,543,V,WichitaState,30,38,68,122.5,122,140,66
228,544,H,SoIllinois,32,40,72,3.5,3,-160,1
228,545,V,MissouriSt,32,20,52,127,129.5,130,70
228,546,H,IndianaState,31,38,69,3,3,-150,2.5
228,547,V,BallState,21,34,55,123.5,125.5,115,66.5
228,548,H,NoIllinois,23,33,56,1.5,2,-135,0.5
228,549,V,UTEP,28,49,77,3.5,2.5,-150,4.5
228,550,H,Tulane,41,45,86,138.5,138.5,130,75.5
228,551,V,USC,33,30,63,136,135.5,120,72
228,552,H,Stanford,29,46,75,2,2.5,-140,2.5
228,553,V,Oklahoma,35,43,78,9,8.5,-425,3
228,554,H,TexasTech,28,35,63,161,158.5,340,81.5
228,555,V,Duke,36,36,72,5.5,5.5,-250,1
228,556,H,VirginiaTech,25,40,65,144,143.5,210,74
228,557,V,OhioState,26,24,50,130,130.5,415,69.5
228,558,H,Purdue,32,43,75,10,9.5,-525,4
228,559,V,NCWilmington,33,44,81,144,145.5,738,77.5
228,560,H,Hofstra,38,39,88,12,13.5,-1150,6.5
228,561,V,Temple,26,39,65,128,129,130,0.5
228,562,H,Dayton,36,34,70,3,3,-150,70
228,563,V,WiscMilwaukee,32,36,68,2.5,2,-135,69.5
228,564,H,DetroitU,27,36,63,125,127.5,115,0.5
228,565,V,HoustonU,28,28,56,9,9,-440,7.5
228,566,H,Rice,32,19,51,143.5,145,350,75
228,567,V,LSU,36,37,73,141.5,142,170,75
228,568,H,Kentucky,28,42,70,4.5,4.5,-200,4.5
228,569,V,GeorgiaState,20,21,41,128,129,775,67.5
228,570,H,VaCommonwealth,34,35,69,14.5,14,-1200,5
228,571,V,Colorado,24,33,57,137.5,138,800,72
228,572,H,Baylor,26,49,75,13.5,14.5,-1250,8
228,573,V,Alabama,49,41,90,145.5,146.5,195,79
228,574,H,Mississippi,33,36,69,6.5,5.5,-235,6.5
228,575,V,UtahU,28,22,50,142.5,143.5,225,74.5
228,576,H,BYU,26,37,63,6,6,-265,4.5
228,577,V,SanFrancisco,27,43,70,133,1,-118,69.5
228,578,H,Pepperdine,20,42,62,pk,135,-102,1.5
228,579,V,Yale,20,34,54,112,114,105,1
228,580,H,Princeton,27,35,62,2,1.5,-125,62
228,581,V,IndianaU,28,30,58,127.5,126.5,925,67.5
228,582,H,PennState,29,32,61,15,14,-1400,8
228,583,V,Wyoming,39,26,65,131,129.5,-110,71
228,584,H,AirForce,31,31,62,pk,pk,-110,1.5
228,585,V,PortlandU,28,27,65,129,130.5,170,69
228,586,H,SantaClara,24,31,67,3.5,4.5,-200,5
228,587,V,Texas,18,41,59,154.5,154,105,3
228,588,H,OklahomaState,30,38,68,1.5,1,-125,79
228,589,V,OldDominion,28,22,57,121.5,123,175,66.5
228,590,H,Northeastern,25,25,54,4.5,5,-210,5
228,591,V,Auburn,38,38,76,141.5,142.5,190,74.5
228,592,H,MississippiSt,21,37,58,5,5,-230,6
228,593,V,LongBeachState,36,38,74,144.5,145,180,0.5
228,594,H,CSNorthridge,49,46,95,5,5,-220,pk
228,595,V,Arizona,36,42,78,154.5,153.5,320,80.5
228,596,H,WashingtonU,32,51,83,8,8.5,-390,7.5
228,597,V,Drexel,16,31,47,1,1.5,-125,1.5
228,598,H,William&Mary,21,27,48,115.5,117,105,61.5
228,599,V,WiscGreenBay,27,37,64,125,125,125,66
228,600,H,WrightState,26,39,65,2.5,2.5,-145,2
228,601,V,GeoWashington,27,39,66,131,133,300,69.5
228,602,H,Richmond,20,37,57,7,8,-360,8
228,603,V,EasternMichigan,28,29,57,119.5,117.5,350,65
228,604,H,CentralMichigan,30,26,56,9,9,-440,4.5
228,605,V,WesternMichigan,31,31,62,1,1.5,-130,2.5
228,606,H,Toledo,38,25,63,121,121,110,67.5
228,607,V,CentralFlorida,25,37,62,145,144,155,74.5
228,608,H,Marshall,25,42,67,3.5,3.5,-175,3
228,609,V,UAB,34,48,82,9,9,-430,5.5
228,610,H,EastCarolina,34,28,62,147,149,345,78
228,611,V,Brown,23,31,54,130,131.5,265,68
228,612,H,Pennsylvania,21,43,64,7.5,7.5,-325,6
228,613,V,Columbia,31,22,53,119,120.5,-103,66.5
228,614,H,Dartmouth,25,42,67,2,1,-117,2
228,615,V,Cornell,33,37,70,6,6.5,-280,3.5
228,616,H,Harvard,30,41,71,140,141.5,240,74.5
228,617,V,Gonzaga,26,32,58,9.5,9,-500,3
228,618,H,SanDiego,18,29,47,130.5,130.5,400,68
228,619,V,FlaAtlantic,31,22,53,135,139,200,74.5
228,620,H,FloridaIntl,37,43,80,4.5,5.5,-240,2
228,621,V,WesternKentucky,39,29,68,141,141,115,72
228,622,H,MiddleTennSt,17,32,49,1.5,2,-135,5.5
228,623,V,Nebraska,32,40,72,127,126.5,280,69.5
228,624,H,KansasState,30,47,77,8.5,7.5,-340,7
228,625,V,SaintMarysCA,31,39,70,17.5,17,-1900,7
228,626,H,LoyolaMarymount,18,39,57,129,129.5,1200,67
228,627,V,Tulsa,29,45,74,7,6.5,-290,6
228,628,H,SMU,38,26,64,124,124.5,245,68.5
