Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
1228,542,H,NCWilmington,27,42,69,162,161,310,0.5
1228,543,V,Rutgers,38,37,75,151.5,152,10000,80.5
1228,544,H,NorthCarolina,52,45,97,32,33.5,-30000,14.5
1228,545,V,WichitaState,28,28,56,130.5,130,515,69.5
1228,546,H,Creighton,33,35,68,12,11,-730,5
1228,547,V,TexasTech,34,32,66,152.5,156.5,415,0.5
1228,548,H,Stanford,57,54,111,9.5,9,-525,84
1228,549,N,Dartmouth,12,29,41,124,124,443,64
1228,550,N,AirForce,29,34,63,10,9.5,-585,1
1228,551,V,PortlandU,32,29,61,143,142.5,600,75.5
1228,552,H,California,42,39,81,14,12,-900,4
1228,553,N,Buffalo,20,41,72,13,13.5,-1100,10
1228,554,N,Pepperdine,32,29,71,133.5,134.5,700,70.5
1228,555,N,CoppinState,24,39,63,123.5,124,350,67
1228,556,N,Colorado,36,44,80,7.5,9,-440,3
1228,557,V,TennesseeState,21,39,60,149,145,1315,74.5
1228,558,H,Marshall,42,32,74,13.5,15.5,-2200,4.5
1228,559,V,EasternIllinois,24,36,60,130,132,925,71
1228,560,H,BowlingGreen,42,36,78,14,14.5,-1400,4.5
1228,561,V,Montana,21,32,53,142,137.5,2250,72
1228,562,H,WashingtonU,41,34,75,21,19.5,-4500,7.5
1228,563,V,TennMartin,44,38,82,7,6,-250,75.5
1228,564,H,Fordham,30,40,70,138.5,141,210,1
1228,565,V,Siena,39,36,75,134,134,180,73.5
1228,566,H,St.Josephs,44,30,74,5.5,5,-220,1.5
1229,717,V,Fordham,19,36,55,120,122.5,210,64
1229,718,H,FloridaIntl,25,38,63,6,5.5,-250,2
1229,719,V,Temple,25,20,45,137,133.5,375,69.5
1229,720,H,Villanova,22,40,62,9.5,9,-470,7.5
1229,721,V,Georgetown,36,38,74,140.5,139,245,73
1229,722,H,Connecticut,27,36,63,6,6.5,-290,6
1229,723,V,CentralMichigan,23,29,52,141,139,2750,73.5
1229,724,H,Kentucky,42,42,84,21,22.5,-6000,8.5
1229,725,V,Pennsylvania,32,32,64,136.5,138.5,385,73.5
1229,726,H,CentralFlorida,35,46,81,10.5,9,-485,4.5
1229,727,V,SanFrancisco,29,33,62,146,145.5,1250,77.5
1229,728,H,BostonCollege,42,42,84,15.5,16.5,-2000,6.5
1229,729,V,ULLafayette,31,31,62,144.5,142,6000,75
1229,730,H,Tennessee,44,45,89,27.5,25,-15000,11
1229,731,V,ArkansasState,23,30,53,140.5,141,775,73
1229,732,H,OklahomaState,34,42,76,13.5,14,-1200,5
1229,733,V,Cincinnati,22,23,45,136.5,137,575,71
1229,734,H,MemphisU,30,30,60,13.5,12,-850,4.5
1229,735,V,BallState,23,28,51,120.5,126.5,415,69.5
1229,736,H,CalSantaBarb,41,30,71,12.5,9.5,-525,1.5
1229,737,V,CSNorthridge,40,50,90,153,156.5,160,80.5
1229,738,H,CSFullerton,24,40,64,10,4.5,-185,5.5
1229,739,V,FresnoState,34,42,90,128.5,136,140,73.5
1229,740,H,CalPolySLO,35,41,87,3.5,3.5,-160,2
1229,741,V,LongBeachState,39,35,74,145,145.5,350,79
1229,742,H,Oregon,45,41,86,9.5,9,-440,3.5
1229,743,N,Vermont,36,40,76,4,5,-220,5
1229,744,N,ColoradoState,42,40,82,146.5,145,180,78
1229,745,N,CoppinState,22,34,56,3,3.5,-160,2.5
1229,746,N,Pepperdine,27,31,58,135,135,140,71.5
1229,747,N,Buffalo,38,24,62,127,126,-110,68.5
1229,748,N,Colorado,29,31,60,1,pk,-110,2.5
1229,749,V,GeoWashington,18,29,47,1,130.5,-110,NL
1229,750,H,Hawaii,31,42,73,131,pk,-110,NL
1229,751,V,Belmont,46,34,80,133.5,1,-118,70.5
1229,752,H,SantaClara,28,55,83,1,131,-102,4
1229,753,N,JamesMadison,24,42,66,149,146,310,75
1229,754,N,UTEP,34,45,79,6.5,8,-370,3
1229,755,V,Niagara,33,47,80,4.5,4.5,-210,4
1229,756,H,MurrayState,40,31,71,139,143,175,76
1229,757,V,LoyolaMaryland,29,31,60,144,145,1100,75
1229,758,H,NCState,29,33,62,15.5,15.5,-1700,9.5
1229,759,V,TennesseeTech,34,44,78,2,2,-140,3
1229,760,H,ULMonroe,36,49,85,142,145.5,120,78
1229,761,V,PortlandState,29,37,66,148,151,600,79.5
1229,762,H,Baylor,43,36,79,13.5,12,-900,4
1229,763,V,WeberState,30,35,65,135,135,NL,71.5
1229,764,H,Arizona,31,40,71,19.5,18.5,NL,9
1229,765,V,NorthernArizona,42,37,79,145,139,155,74
1229,766,H,NorthernColorado,32,49,81,4,4,-175,4.5
1229,767,V,IdahoU,30,29,59,129.5,129.5,170,67.5
1229,768,H,IdahoState,24,37,61,5.5,4.5,-200,3.5
1229,769,V,Davidson,44,35,79,4.5,5.5,-255,37
1229,770,H,CollCharleston,33,42,75,156,155.5,215,0.5
1229,771,V,E.Washington,22,26,48,140,140,265,72
1229,772,H,BoiseState,32,25,57,6,7.5,-325,2
1230,519,V,Clemson,56,42,98,3,2.5,-140,82
1230,520,H,SouthCarolina,44,43,87,151,152,120,2.5
1230,521,V,ClevelandState,22,40,62,1,3.5,-170,2.5
1230,522,H,WrightState,27,44,71,105.5,109.5,150,59.5
1230,523,V,GeorgeMason,35,27,62,117,124.5,400,68
1230,524,H,Dayton,30,36,66,7,9.5,-500,8
1230,525,V,Toledo,25,38,63,130,130.5,300,69.5
1230,526,H,Delaware,37,37,74,8.5,8,-360,2
1230,527,V,Illinois,26,30,71,123,127,300,66.5
1230,528,H,Purdue,23,33,67,8,8,-360,6.5
1230,529,V,WiscGreenBay,29,32,61,130,135,-110,70.5
1230,530,H,WesternMichigan,28,23,51,1,pk,-110,pk
1230,531,V,UAB,38,30,68,133,132,220,70
1230,532,H,Butler,27,45,72,6,6,-260,6
1230,533,V,SetonHall,35,41,76,153.5,155,700,82.5
1230,534,H,Syracuse,54,46,100,13.5,12.5,-1100,3
1230,535,V,WiscMilwaukee,34,37,71,142.5,141,513,75
1230,536,H,IllinoisChicago,33,33,66,11,11.5,-725,7.5
1230,537,V,BYU,31,43,74,2.5,1.5,-120,1.5
1230,538,H,Tulsa,35,33,68,134.5,136,100,72.5
1230,539,V,Mississippi,37,22,59,139,138,145,74.5
1230,540,H,SoMississippi,38,40,78,1.5,3,-165,2
1230,541,V,Oklahoma,38,50,88,6,5.5,-240,6.5
1230,542,H,Arkansas,53,43,96,148,144,200,77.5
1230,543,V,Massachusetts,33,21,54,147,148.5,420,80
1230,544,H,HoustonU,43,37,80,6.5,9.5,-535,2.5
1230,545,V,SanDiego,25,28,64,128,126,360,66.5
1230,546,H,MississippiSt,24,29,61,8,9,-450,6
1230,547,V,NewMexico,30,38,68,151,1.5,-130,pk
1230,548,H,NewMexicoState,28,38,66,1,149,110,77
1230,549,V,Dartmouth,18,23,41,151,147,950,76
1230,550,H,UCDavis,39,33,72,13.5,14.5,-1450,4
1230,551,N,CoppinState,38,21,59,124,125,450,68
1230,552,N,GeoWashington,24,29,53,9,10,-600,8
1230,553,N,Vermont,42,42,84,3.5,4.5,-180,73
1230,554,N,Colorado,33,26,59,138.5,136.5,158,pk
1230,555,V,Pepperdine,39,31,70,133.5,132,700,71.5
1230,556,H,Hawaii,38,40,78,13,13.5,-1100,8.5
1230,557,N,Buffalo,34,33,67,1,1,-120,pk
1230,558,N,ColoradoState,34,19,53,136.5,136.5,100,74
1230,559,N,Belmont,36,28,64,8,9,-450,4.5
1230,560,N,JamesMadison,32,49,81,146,142,360,75.5
1230,561,V,UTEP,31,47,88,139,136,100,72
1230,562,H,SantaClara,30,48,89,2,1,-120,pk
1230,563,V,Niagara,40,44,84,6.5,4.5,-210,0.5
1230,564,H,TennesseeChat,43,56,99,148.5,155,175,82
1230,565,V,Elon,23,27,50,135.5,136.5,2500,71.5
1230,566,H,Maryland,36,40,76,19.5,21,-5000,9
1230,567,V,TennesseeState,26,32,58,149.5,151,2000,79
1230,568,H,GeorgiaTech,33,30,63,19,20,-4000,9.5
1230,569,V,Pacific,23,47,70,11,12,-800,7.5
1230,570,H,SacramentoState,25,26,51,121.5,118.5,550,63.5
1231,713,V,Harvard,28,26,54,132,132.5,230,71.5
1231,714,H,William&Mary,37,30,67,6,6.5,-270,1.5
1231,715,V,Northwestern,25,32,57,123,124.5,115,67
1231,716,H,PennState,21,40,61,3,2,-135,2
1231,717,V,Northeastern,26,22,48,127.5,128,1750,68
1231,718,H,MemphisU,38,42,80,17,18.5,-3500,7.5
1231,719,V,Wisconsin,42,31,73,126,126,145,69
1231,720,H,Michigan,31,30,61,2.5,3,-165,4.5
1231,721,V,Creighton,40,39,79,9.5,10,-600,2.5
1231,722,H,IndianaState,29,32,61,134,134,450,71
1231,723,V,TowsonState,41,27,68,135,135,1050,74.5
1231,724,H,NCState,46,42,88,15,15,-1600,8
1231,725,V,Pittsburgh,39,39,78,14,14.5,-1350,5
1231,726,H,Rutgers,43,29,72,128,128,885,32
1231,727,V,MissouriSt,18,31,49,122,125,275,66
1231,728,H,Drake,27,40,67,6,7.5,-335,2
1231,729,V,Evansville,22,28,50,138.5,136,300,1.5
1231,730,H,IllinoisState,48,32,80,8,7.5,-360,73
1231,731,V,St.Johns,25,29,54,146.5,144,300,74
1231,732,H,Providence,33,42,75,8.5,8,-360,2
1231,733,V,Iowa,28,37,65,114.5,117.5,310,65
1231,734,H,OhioState,36,32,68,8.5,8,-370,2.5
1231,735,V,TexasA&M,29,43,72,8.5,7.5,-360,7
1231,736,H,Rice,34,26,60,134.5,128.5,300,69
1231,737,V,BowlingGreen,33,32,65,144.5,144.5,210,75
1231,738,H,Duquesne,26,50,76,6.5,6,-250,5.5
1231,739,V,ULLafayette,31,48,79,127,131,1300,70.5
1231,740,H,LSU,40,41,81,16,17,-2150,8
1231,741,V,MiddleTennSt,33,39,89,140,2,-130,2
1231,742,H,NorthTexas,34,38,80,pk,140.5,110,74.5
1231,743,V,Drexel,30,34,64,128,122,575,66
1231,744,H,St.Josephs,28,24,52,12,12,-850,9
1231,745,V,ULMonroe,35,44,87,133,131,700,72.5
1231,746,H,ArkansasLR,45,34,95,11.5,12.5,-1100,4.5
1231,747,V,MichiganState,30,40,70,1,1,-120,0.5
1231,748,H,MinnesotaU,29,29,58,142,141.5,100,32.5
1231,749,V,UNLV,32,24,56,136.5,140,875,74
1231,750,H,Louisville,21,34,55,12,14,-1333,12
1231,751,V,Gonzaga,32,33,65,6.5,4.5,-230,5.5
1231,752,H,UtahU,36,30,66,138,137,190,74
1231,753,V,NorthernIowa,33,26,59,126,122.5,255,66.5
1231,754,H,SoIllinois,24,27,51,6.5,7,-310,6
1231,755,V,NotreDame,47,45,92,7.5,6.5,-300,pk
1231,756,H,Depaul,34,48,82,148,151.5,250,81.5
1231,757,V,Bradley,36,24,60,127,129.5,230,69.5
1231,758,H,WichitaState,27,31,58,5.5,5.5,-270,5
1231,759,V,NorthCarolina,41,43,84,18,19,-3000,8
1231,760,H,Nevada,27,34,61,158.5,159.5,1500,81.5
1231,761,V,Wyoming,31,45,85,145.5,145,1000,76
1231,762,H,UtahState,36,40,90,12.5,15,-1500,7.5
1231,763,V,Akron,40,35,75,9.5,10.5,-625,3
1231,764,H,NCGreensboro,29,24,53,129,129,460,70.5
1231,765,V,Manhattan,31,33,64,138,140.5,258,76.5
1231,766,H,LaSalle,48,41,89,8.5,7.5,-315,pk
1231,767,V,LoyolaMaryland,23,28,51,150.5,153,22500,36
1231,768,H,Duke,48,44,92,31.5,32.5,-67500,7.5
101,501,V,YoungstownState,35,45,80,126.5,126.5,220,71
101,502,H,DetroitU,41,37,78,6.5,6,-260,2.5
101,503,V,Troy,38,38,76,155,150,575,80
101,504,H,WesternKentucky,50,49,99,12.5,12,-850,4
101,505,V,SouthAlabama,32,42,74,2,3,-150,1.5
101,506,H,FlaAtlantic,30,39,69,139,141,130,74.5
101,507,V,Villanova,32,40,72,139.5,138.5,140,32.5
101,508,H,Marquette,36,43,79,3,3,-160,0.5
101,509,V,DenverU,27,25,52,114,114.5,125,60.5
101,510,H,NewOrleansU,18,36,54,3,2.5,-145,3
101,511,V,Rider,34,34,68,132,136,210,72
101,512,H,Iona,28,26,54,6,5.5,-250,4.5
101,513,V,Fairfield,40,41,81,138,139.5,525,78
101,514,H,Siena,45,42,87,12,11,-750,5
101,515,V,NorthernColorado,28,27,61,141,136.5,165,71
101,516,H,IdahoState,26,29,62,4.5,4.5,-190,4
102,731,V,USC,34,49,83,2.5,2.5,-145,2
102,732,H,Oregon,34,28,62,139,138.5,125,73.5
102,733,V,SouthCarolina,36,49,85,156.5,155.5,435,82.5
102,734,H,Baylor,40,44,84,9,10,-570,5
102,735,V,Dayton,39,38,77,9,9,-460,3
102,736,H,Toledo,30,33,63,117.5,118.5,365,65
102,737,V,SantaClara,29,39,68,3.5,131,-110,0.5
102,738,H,Harvard,31,42,73,131,pk,-110,70
102,739,V,Arizona,30,25,55,144.5,142.5,175,34
102,740,H,California,36,33,69,3,4.5,-210,0.5
102,741,V,Syracuse,35,24,59,8.5,7,-310,73
102,742,H,SouthFlorida,19,35,54,141,141,255,pk
102,743,V,Pacific,37,31,84,135.5,135.5,210,74
102,744,H,CSNorthridge,43,25,78,5.5,6,-250,1
102,745,V,CalSantaBarb,29,35,64,134,134,135,1
102,746,H,LongBeachState,36,40,76,3.5,3,-155,73
102,747,V,Marshall,17,53,70,127.5,127,250,1.5
102,748,H,SanDiego,39,41,80,6,7,-300,67
102,749,V,CalPolySLO,38,19,57,115.5,121,180,68
102,750,H,CalRiverside,42,49,91,4.5,5,-220,2
102,751,V,ArizonaState,43,47,90,140.5,138.5,105,74.5
102,752,H,Stanford,30,30,60,pk,1.5,-125,3.5
102,753,V,UCLA,37,32,69,14.5,14.5,-1600,4.5
102,754,H,OregonState,16,30,46,127.5,130,1050,66.5
102,755,V,St.Peter's,19,35,54,120,126.5,450,67.5
102,756,H,Marist,34,26,60,8.5,10,-600,2
102,757,V,E.Washington,32,17,49,131,128.5,310,69.5
102,758,H,NorthernArizona,36,36,72,7.5,8,-370,4
102,759,V,AppalachianSt,23,20,43,149.5,148.5,3500,75
102,760,H,Texas,32,46,78,24,22.5,-8500,10
102,761,V,PortlandState,33,46,79,15.5,14.5,-1500,6
102,762,H,SacramentoState,22,45,67,130.5,131.5,1000,70.5
103,515,V,OhioState,24,35,59,129.5,129,155,0.5
103,516,H,MinnesotaU,34,34,68,4.5,3.5,-175,68
103,517,V,Pittsburgh,33,37,70,133.5,131,150,70
103,518,H,Georgetown,30,24,54,2.5,3.5,-170,4
103,519,V,Rice,17,26,43,140.5,135.5,488,68.5
103,520,H,Richmond,37,37,74,10.5,10.5,-675,2
103,521,V,Missouri,32,51,83,6.5,8,-380,4
103,522,H,Georgia,28,48,76,143,145,315,75.5
103,523,V,William&Mary,22,22,44,6.5,118.5,315,64
103,524,H,Northeastern,30,30,60,121,8,-380,2.5
103,525,V,PennState,26,35,61,128,127.5,360,68
103,526,H,Wisconsin,34,31,65,10,9.5,-450,3.5
103,527,V,NotreDame,34,31,65,9.5,8.5,-420,6.5
103,528,H,St.Johns,35,36,71,146,147,335,78
103,529,V,Tennessee,31,54,85,153,150.5,135,1
103,530,H,Kansas,40,52,92,2.5,3,-155,79
103,531,V,Xavier,42,42,84,3,3.5,-165,73.5
103,532,H,Virginia,26,44,70,142,140,145,2
103,533,V,Drexel,24,39,63,126.5,128.5,190,66.5
103,534,H,Hofstra,18,38,56,5,5.5,-230,5
103,535,V,Fordham,32,27,59,128.5,130,1100,69
103,536,H,BowlingGreen,29,36,65,15.5,15,-1700,9.5
103,537,V,Akron,25,25,50,145.5,146,305,76.5
103,538,H,RhodeIsland,36,43,79,9.5,8,-365,1.5
103,539,V,St.Josephs,28,35,63,7.5,7,-300,3
103,540,H,BallState,24,31,55,120.5,123,250,65
103,541,V,GeorgiaTech,25,52,77,138,140.5,140,2.5
103,542,H,Alabama,44,44,88,3,3,-160,74
103,543,V,NorthTexas,42,33,75,157.5,157,500,82.5
103,544,H,Arkansas,40,46,86,9.5,10.5,-700,7.5
103,545,V,NCCharlotte,41,34,75,140,142,450,78
103,546,H,Maryland,38,47,85,9.5,10,-600,8
103,547,V,HoustonU,31,34,65,138,141.5,130,1.5
103,548,H,MississippiSt,43,39,82,2.5,2.5,-150,75.5
103,549,V,Wyoming,30,37,67,150.5,145,950,75.5
103,550,H,UtahU,40,51,91,12,14,-1450,5
103,551,V,OldDominion,23,31,54,5,5,-230,5.5
103,552,H,GeorgiaState,34,21,55,123,123.5,190,66.5
103,553,V,EastCarolina,35,31,66,160,156.5,4000,82
103,554,H,Clemson,41,38,79,22,24,-10000,11
103,555,V,ClevelandState,34,19,53,7.5,8.5,-400,1.5
103,556,H,DetroitU,20,24,44,116,116,325,63.5
103,557,V,WestVirginia,40,52,92,8.5,9.5,-525,3.5
103,558,H,SetonHall,31,35,66,143,141.5,415,75.5
103,559,V,NCState,33,33,66,138.5,136.5,510,71
103,560,H,Florida,23,45,68,11,11,-720,9
103,561,V,WiscMilwaukee,35,45,80,131.5,133,210,70.5
103,562,H,LoyolaChicago,27,39,66,3.5,5.5,-250,5.5
103,563,V,VaCommonwealth,35,44,79,5.5,5,-225,2
103,564,H,Delaware,31,50,81,143,143.5,185,76
103,565,V,IndianaU,27,33,60,143,116,700,62
103,566,H,Iowa,33,32,65,14,13,-1100,6
103,567,V,Vanderbilt,28,50,78,138.5,140,100,73
103,568,H,Massachusetts,23,25,48,1,1,-120,1
103,569,V,DenverU,27,24,62,114,115,290,63.5
103,570,H,ULLafayette,17,34,63,7.5,7.5,-350,7
103,571,V,WashingtonU,30,38,68,118.5,120,130,65.5
103,572,H,WashingtonState,28,20,48,2,2.5,-150,2
103,573,V,Tulane,27,26,53,127.5,128.5,700,70
103,574,H,Auburn,40,38,78,12.5,13,-1100,4.5
103,575,V,JamesMadison,33,24,57,140,137,110,72
103,576,H,TowsonState,27,31,58,pk,2,-130,3
103,577,V,MichiganState,32,45,77,4,4.5,-190,3.5
103,578,H,Northwestern,33,33,66,130,130,165,69
103,579,V,Rutgers,18,31,49,138.5,141.5,2500,71.5
103,580,H,Connecticut,29,51,80,21.5,21,-5000,9.5
103,581,V,YoungstownState,33,26,59,125,123,650,65.5
103,582,H,WrightState,20,40,60,14,12.5,-1000,10.5
103,583,V,Depaul,28,26,54,150,151,365,77.5
103,584,H,Providence,34,28,62,9,9,-460,3.5
103,585,V,NCWilmington,32,28,60,150,149,1500,36.5
103,586,H,GeorgeMason,42,59,101,18,18.5,-3000,4.5
103,587,V,NewOrleansU,24,32,56,118,121,575,64
103,588,H,ArkansasState,25,46,71,10.5,11.5,-850,6.5
103,589,V,Bradley,33,30,63,125,128,140,68
103,590,H,MissouriSt,24,33,57,2.5,3,-160,4
103,591,V,Butler,31,44,75,8.5,8,-360,5
103,592,H,Valparaiso,31,31,62,122.5,122.5,300,67
103,593,V,ColoradoState,31,36,67,126.5,130.5,245,71
103,594,H,TCU,34,47,81,5.5,6.5,-290,3
103,595,V,MiddleTennSt,36,46,82,138.5,134.5,115,73.5
103,596,H,SouthAlabama,32,35,67,2.5,2,-135,2
103,597,V,ArkansasLR,15,32,47,139.5,136,280,0.5
103,598,H,WesternKentucky,35,44,79,7,7.5,-340,68.5
103,599,V,Creighton,31,33,64,141,142.5,120,75.5
103,600,H,IllinoisState,35,51,86,1.5,2,-140,0.5
103,601,V,WichitaState,26,28,54,117,117.5,140,64
103,602,H,NorthernIowa,28,50,78,4,3,-160,1
103,603,V,WiscGreenBay,28,38,66,131,133,245,70
103,604,H,IllinoisChicago,28,33,61,7.5,6.5,-290,4
103,605,V,WakeForest,45,49,94,152.5,155,155,83.5
103,606,H,BYU,48,39,87,3,3.5,-175,1.5
103,607,V,FloridaIntl,27,35,62,145,141,175,74
103,608,H,Troy,32,37,69,6,4.5,-210,1
103,609,V,LouisianaTech,33,33,66,132,136,550,72.5
103,610,H,SanJoseState,27,34,61,10.5,11.5,-800,10
103,611,V,SanDiegoState,31,30,61,6.5,6.5,-280,2.5
103,612,H,AirForce,26,18,44,116,113,240,62
103,613,V,IdahoU,35,43,78,127.5,131.5,563,71
103,614,H,Nevada,33,40,73,12,11.5,-825,8
103,615,V,CSFullerton,27,37,74,2,2.5,-145,4
103,616,H,CalIrvine,37,27,78,139,141.5,125,74.5
103,617,V,NewMexicoState,40,39,79,1,151.5,-110,78.5
103,618,H,FresnoState,22,44,66,151.5,pk,-110,4.5
103,619,V,NewMexico,32,26,58,134.5,135,190,72
103,620,H,UNLV,30,30,60,6,5,-230,4
103,621,V,BoiseState,35,14,49,140.5,141.5,175,75.5
103,622,H,Hawaii,29,19,48,3.5,4.5,-210,3.5
103,623,V,NCGreensboro,25,30,55,114.5,114,280,62.5
103,624,H,Princeton,32,33,65,6.5,7.5,-340,2.5
103,625,V,IdahoState,22,35,57,136,133.5,2500,70
103,626,H,KansasState,40,43,83,18.5,22,-5000,8
103,627,V,Samford,25,30,55,131,130.5,6000,69
103,628,H,Davidson,41,35,76,24,26,-15000,10.5
103,629,V,LoyolaMaryland,36,50,86,133.5,136,155,72.5
103,630,H,Canisius,29,33,62,4,3.5,-175,4
103,631,V,WesternCarolina,25,43,68,6.5,6.5,-290,3
103,632,H,Furman,23,34,57,141,136.5,245,70
103,633,V,TennesseeChat,35,39,74,157,156,135,81
103,634,H,GeorgiaSouthern,33,45,78,2.5,3,-155,3
103,635,V,Manhattan,49,25,74,144.5,148,650,81
103,636,H,Niagara,58,35,93,13,12,-1000,4.5
103,637,V,SEMissouriSt,35,41,76,151.5,155.5,885,83
103,638,H,TennesseeTech,48,55,103,13.5,13.5,-1350,5
103,639,V,EasternKentucky,29,34,63,3,3,-155,3
103,640,H,TennesseeState,33,36,69,138,138.5,135,73.5
103,641,V,MoreheadState,31,53,84,147,141,280,75
103,642,H,AustinPeay,39,35,74,7,7.5,-340,2
103,643,V,EasternIllinois,41,37,78,143,139.5,625,73.5
103,644,H,JacksonvilleSt,27,42,69,11.5,12,-950,11
103,645,V,NorthernColorado,39,35,84,142,139.5,210,74.5
103,646,H,WeberState,34,40,88,6,5.5,-250,6
103,647,V,MontanaState,22,37,59,134,135,190,69
103,648,H,Montana,27,46,73,3.5,5.5,-230,1.5
104,713,V,Illinois,39,25,64,130,129.5,107,72
104,714,H,Michigan,38,36,74,2,1.5,-127,pk
104,715,V,Evansville,21,44,65,2.5,2.5,-150,3.5
104,716,H,IndianaState,31,28,59,131,129.5,130,67.5
104,717,V,Kentucky,35,36,71,137.5,137,305,74
104,718,H,Louisville,38,36,74,8,8,-365,4
104,719,V,Cincinnati,27,23,50,141.5,135.5,450,71.5
104,720,H,Marquette,41,43,84,10,9.5,-600,2
104,721,V,UCLA,40,43,83,11.5,10.5,-625,3.5
104,722,H,Oregon,29,45,74,144.5,144,463,75.5
104,723,V,CalSantaBarb,44,25,69,119,121,120,68
104,724,H,CalRiverside,32,39,71,2,2,-140,4
104,725,V,BostonCollege,46,39,85,164,165,3000,87.5
104,726,H,NorthCarolina,40,38,78,21.5,22.5,-7000,14
104,727,V,USC,25,29,58,11,11,-725,6
104,728,H,OregonState,20,34,62,123,124,513,65.5
104,729,V,CalPolySLO,30,27,57,137,138,425,72.5
104,730,H,LongBeachState,32,38,70,12,10,-550,6
104,731,V,Drake,36,31,67,124.5,125,130,68
104,732,H,SoIllinois,31,29,60,1,2.5,-150,2.5
104,733,V,VirginiaTech,31,13,44,144,146,1420,77
104,734,H,Duke,39,30,69,14.5,17,-2600,8
104,735,V,ArizonaState,37,34,71,2,1.5,-125,1.5
104,736,H,California,37,44,81,140,136,105,74.5
104,737,V,Arizona,26,34,60,143,148,170,0.5
104,738,H,Stanford,35,41,76,3,4.5,-200,77.5
104,739,V,St.Peter's,19,33,52,132,131.5,3500,67.5
104,740,H,Siena,33,32,65,21,22.5,-8500,10
104,741,V,Fairfield,22,38,60,131,128,127,1
104,742,H,Iona,30,34,64,3,2.5,-147,66.5
104,743,V,PortlandState,20,37,92,3.5,1,-118,3
104,744,H,NorthernArizona,36,21,91,141,141,-102,73.5
104,745,V,E.Washington,46,41,87,4,3.5,-170,69
104,746,H,SacramentoState,34,40,74,123.5,123,150,1.5
104,747,V,Marist,23,42,65,133.5,135,320,72.5
104,748,H,Rider,41,35,76,10.5,8.5,-390,0.5
105,511,V,GeorgiaState,21,31,52,122.5,121.5,800,63
105,512,H,GeorgeMason,27,31,58,12.5,14,-1250,6.5
105,513,V,TowsonState,27,35,62,144,143,243,74
105,514,H,Delaware,30,31,61,8,6.5,-285,3
105,515,V,OldDominion,23,39,62,3.5,3.5,-175,3
105,516,H,William&Mary,23,27,50,123.5,122,155,64
105,517,V,Georgetown,28,39,67,145,145.5,140,2.5
105,518,H,NotreDame,39,34,73,pk,3,-160,76
105,519,V,FlaAtlantic,33,36,69,138,140,2500,75
105,520,H,MiamiFlorida,38,47,85,22,22,-5000,11
105,521,V,KentState,25,33,58,139,135,275,71.5
105,522,H,Temple,34,39,73,8,7.5,-335,2.5
105,523,V,Hofstra,18,32,50,123,123.5,245,65
105,524,H,Northeastern,33,40,73,8,7,-290,pk
105,525,V,Drexel,29,31,60,127,122,155,65.5
105,526,H,JamesMadison,23,43,66,3,3.5,-175,3.5
105,527,V,Valparaiso,23,24,47,132.5,134,250,68
105,528,H,WiscMilwaukee,18,43,61,7.5,6.5,-300,2.5
105,529,V,Colorado,33,34,67,125,126.5,140,68
105,530,H,SMU,32,38,70,1,3,-160,pk
105,531,V,WesternKentucky,25,42,67,138,139,270,74
105,532,H,MississippiSt,47,48,95,7.5,7,-330,pk
105,533,V,WiscGreenBay,25,35,60,2.5,1.5,-125,2.5
105,534,H,LoyolaChicago,32,30,62,128,125.5,105,67.5
105,535,V,IdahoU,34,27,61,131.5,132,925,71
105,536,H,UtahState,40,30,70,13,14,-1400,6.5
105,537,V,NCWilmington,25,34,59,159.5,158,NL,82
105,538,H,VaCommonwealth,49,39,88,23,23.5,NL,7.5
105,539,V,UCDavis,39,42,81,151,155.5,400,83.5
105,540,H,CSNorthridge,47,37,84,10,9.5,-500,3.5
105,541,V,NewMexicoState,37,38,75,150,146,115,78.5
105,542,H,SanJoseState,39,34,73,1,2,-135,0.5
105,543,V,LouisianaTech,35,29,64,128.5,127.5,255,69.5
105,544,H,Hawaii,37,28,65,5.5,7,-310,4.5
105,545,V,LoyolaMaryland,39,31,70,154,153,790,80.5
105,546,H,Niagara,36,46,82,12,13,-1225,9.5
105,547,V,Wofford,24,37,61,147,143.5,1750,74
105,548,H,SouthCarolina,39,39,78,18,19,-3500,7
105,549,V,Manhattan,25,34,59,1,2,-130,pk
105,550,H,Canisius,26,31,57,136,133.5,110,69.5
105,551,V,EasternIllinois,32,28,60,147,149,340,77
105,552,H,TennesseeTech,31,36,67,8,8.5,-425,6.5
105,553,V,SEMissouriSt,24,42,66,149,145,1400,76.5
105,554,H,JacksonvilleSt,41,30,71,17,17,-2500,6.5
105,555,V,EasternKentucky,28,51,79,145,139,160,1.5
105,556,H,AustinPeay,40,42,82,5.5,4,-185,75
105,557,V,MurrayState,31,40,71,146.5,149,130,78
105,558,H,TennMartin,35,40,75,2,3,-150,1
105,559,V,MoreheadState,28,36,64,1,1.5,-125,3
105,560,H,TennesseeState,37,34,71,143,143,105,75.5
106,717,V,Connecticut,29,32,61,139,138,135,72.5
106,718,H,WestVirginia,29,26,55,3.5,3.5,-155,2.5
106,719,V,OhioState,24,34,58,134,133.5,480,70
106,720,H,MichiganState,35,32,67,9.5,11,-660,3.5
106,721,V,Georgia,38,24,62,142.5,140,300,74
106,722,H,GeorgiaTech,28,39,67,8,8.5,-360,7.5
